DBN,School Name,Year,Total Enrollment,Grade 3K+PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
09X126,P.S. 126 Dr Marjorie H Dunbar,2019-20,577,63,94,89,77,89,84,81,0,0,0,0,0,0,0,301,0.522,276,0.478,5,0.009,121,0.21,441,0.764,0,0,10,0.017,88,0.153,177,0.307,547,94.80%,94.70%
09X128,Mott Hall III,2019-20,340,0,0,0,0,0,0,0,118,113,109,0,0,0,0,190,0.559,150,0.441,3,0.009,114,0.335,215,0.632,1,0.003,7,0.021,65,0.191,24,0.071,320,94.10%,91.50%
09X132,P.S. 132 Garret A. Morgan,2019-20,379,45,55,46,63,47,59,64,0,0,0,0,0,0,0,172,0.454,207,0.546,1,0.003,170,0.449,204,0.538,3,0.008,1,0.003,91,0.24,57,0.15,347,91.60%,Above 95%
09X163,P.S. 163 Arthur A. Schomburg,2019-20,428,18,51,65,81,60,87,66,0,0,0,0,0,0,0,216,0.505,212,0.495,1,0.002,155,0.362,266,0.621,2,0.005,4,0.009,112,0.262,132,0.308,Above 95%,Above 95%,Above 95%
09X170,P.S. 170,2019-20,218,15,72,62,69,0,0,0,0,0,0,0,0,0,0,111,0.509,107,0.491,3,0.014,44,0.202,166,0.761,3,0.014,2,0.009,41,0.188,40,0.183,178,81.70%,87.50%
09X199,P.S. 199X - The Shakespeare School,2019-20,663,48,86,86,105,110,108,120,0,0,0,0,0,0,0,323,0.487,340,0.513,12,0.018,182,0.275,441,0.665,19,0.029,9,0.014,129,0.195,161,0.243,Above 95%,Above 95%,93.40%
09X204,P.S. 204 Morris Heights,2019-20,621,36,80,71,91,112,123,108,0,0,0,0,0,0,0,305,0.491,316,0.509,5,0.008,167,0.269,439,0.707,5,0.008,5,0.008,147,0.237,76,0.122,533,85.80%,91.00%
09X215,Kappa,2019-20,337,0,0,0,0,0,0,0,111,104,122,0,0,0,0,180,0.534,157,0.466,8,0.024,176,0.522,145,0.43,1,0.003,7,0.021,82,0.243,36,0.107,306,90.80%,94.70%
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,2019-20,"1,043",0,113,122,118,120,119,119,114,106,112,0,0,0,0,516,0.495,527,0.505,29,0.028,47,0.045,945,0.906,14,0.013,8,0.008,178,0.171,229,0.22,916,87.80%,92.40%
09X219,I.S. 219 New Venture School,2019-20,330,0,0,0,0,0,0,0,100,110,120,0,0,0,0,152,0.461,178,0.539,1,0.003,121,0.367,200,0.606,3,0.009,5,0.015,123,0.373,74,0.224,Above 95%,Above 95%,Above 95%
09X227,Bronx Collegiate Academy,2019-20,350,0,0,0,0,0,0,0,0,0,0,103,86,81,80,181,0.517,169,0.483,13,0.037,89,0.254,242,0.691,3,0.009,3,0.009,88,0.251,53,0.151,303,86.60%,92.80%
09X229,I.S. 229 Roland Patterson,2019-20,241,0,0,0,0,0,0,0,74,81,86,0,0,0,0,111,0.461,130,0.539,2,0.008,72,0.299,163,0.676,3,0.012,1,0.004,85,0.353,41,0.17,224,92.90%,Above 95%
09X231,Eagle Academy for Young Men,2019-20,494,0,0,0,0,0,0,0,66,60,79,90,82,48,69,0,0,494,1,4,0.008,263,0.532,215,0.435,9,0.018,3,0.006,144,0.291,23,0.047,400,81.00%,82.20%
09X232,I.S. 232,2019-20,457,0,0,0,0,0,0,0,121,161,175,0,0,0,0,202,0.442,255,0.558,0,0,100,0.219,350,0.766,0,0,7,0.015,105,0.23,138,0.302,Above 95%,Above 95%,Above 95%
09X236,P.S. 236 Langston Hughes,2019-20,317,34,47,45,51,46,45,49,0,0,0,0,0,0,0,166,0.524,151,0.476,3,0.009,63,0.199,249,0.785,1,0.003,1,0.003,79,0.249,42,0.132,Above 95%,Above 95%,91.30%
09X241,Urban Assembly School for Applied Math and Science,2019-20,599,0,0,0,0,0,0,0,86,86,86,90,81,82,88,289,0.482,310,0.518,3,0.005,166,0.277,422,0.705,6,0.01,2,0.003,174,0.29,71,0.119,554,92.50%,92.30%
09X250,Eximius College Preparatory Academy: A College Boa,2019-20,393,0,0,0,0,0,0,0,0,0,0,109,102,96,86,214,0.545,179,0.455,6,0.015,128,0.326,246,0.626,12,0.031,1,0.003,96,0.244,30,0.076,331,84.20%,87.60%
09X252,Mott Hall Bronx High School,2019-20,356,0,0,0,0,0,0,0,0,0,0,90,90,86,90,188,0.528,168,0.472,1,0.003,88,0.247,261,0.733,3,0.008,3,0.008,87,0.244,33,0.093,332,93.30%,92.60%
09X260,Bronx Center for Science and Mathematics,2019-20,441,0,0,0,0,0,0,0,0,0,0,123,111,107,100,230,0.522,211,0.478,30,0.068,97,0.22,293,0.664,10,0.023,11,0.025,93,0.211,23,0.052,370,83.90%,82.10%
09X263,Validus Preparatory Academy,2019-20,359,0,0,0,0,0,0,0,0,0,0,126,109,69,55,184,0.513,175,0.487,1,0.003,126,0.351,230,0.641,2,0.006,0,0,92,0.256,42,0.117,338,94.20%,93.70%
09X274,The New American Academy at Roberto Clemente State,2019-20,624,55,87,86,94,102,102,98,0,0,0,0,0,0,0,304,0.487,320,0.513,1,0.002,228,0.365,381,0.611,8,0.013,6,0.01,166,0.266,81,0.13,Above 95%,Above 95%,Above 95%
09X294,The Walton Avenue School,2019-20,476,0,58,75,83,90,83,87,0,0,0,0,0,0,0,238,0.5,238,0.5,2,0.004,67,0.141,389,0.817,10,0.021,8,0.017,123,0.258,85,0.179,440,92.40%,Above 95%
09X297,Morris Academy for Collaborative Studies,2019-20,432,0,0,0,0,0,0,0,0,0,0,129,110,111,82,225,0.521,207,0.479,6,0.014,109,0.252,309,0.715,3,0.007,5,0.012,105,0.243,56,0.13,Above 95%,Above 95%,94.00%
09X303,I.S. X303 Leadership & Community Service,2019-20,315,0,0,0,0,0,0,0,107,109,99,0,0,0,0,150,0.476,165,0.524,3,0.01,88,0.279,219,0.695,2,0.006,3,0.01,108,0.343,31,0.098,Above 95%,Above 95%,93.90%
09X311,Lucero Elementary School,2019-20,359,0,34,56,45,62,87,75,0,0,0,0,0,0,0,175,0.487,184,0.513,0,0,27,0.075,328,0.914,2,0.006,2,0.006,80,0.223,146,0.407,Above 95%,Above 95%,Above 95%
09X313,I.S. 313 School of Leadership Development,2019-20,268,0,0,0,0,0,0,0,88,83,97,0,0,0,0,104,0.388,164,0.612,2,0.007,67,0.25,195,0.728,2,0.007,2,0.007,65,0.243,93,0.347,245,91.40%,Above 95%
09X323,Bronx Writing Academy,2019-20,383,0,0,0,0,0,0,0,125,114,144,0,0,0,0,193,0.504,190,0.496,6,0.016,112,0.292,253,0.661,2,0.005,10,0.026,98,0.256,105,0.274,Above 95%,Above 95%,Above 95%
09X324,Bronx Early College Academy for Teaching & Learnin,2019-20,466,0,0,0,0,0,0,0,54,70,59,88,76,66,53,226,0.485,240,0.515,10,0.021,127,0.273,320,0.687,3,0.006,6,0.013,108,0.232,38,0.082,407,87.30%,90.40%
09X327,Comprehensive Model School Project M.S. 327,2019-20,708,0,0,0,0,0,0,0,101,100,101,110,108,96,92,342,0.483,366,0.517,3,0.004,127,0.179,571,0.806,2,0.003,5,0.007,186,0.263,75,0.106,628,88.70%,91.60%
09X328,New Millennium Bronx Academy of the Arts,2019-20,320,0,0,0,0,0,0,0,102,123,95,0,0,0,0,149,0.466,171,0.534,4,0.013,121,0.378,190,0.594,0,0,5,0.016,86,0.269,68,0.213,299,93.40%,Above 95%
09X329,DreamYard Preparatory School,2019-20,271,0,0,0,0,0,0,0,0,0,0,107,79,55,30,154,0.568,117,0.432,2,0.007,73,0.269,192,0.708,0,0,4,0.015,62,0.229,55,0.203,243,89.70%,94.80%
09X339,I.S. 339,2019-20,422,0,0,0,0,0,0,0,117,125,180,0,0,0,0,197,0.467,225,0.533,2,0.005,122,0.289,294,0.697,1,0.002,3,0.007,121,0.287,123,0.291,396,93.80%,Above 95%
09X350,New Directions Secondary School,2019-20,197,0,0,0,0,0,0,0,15,18,25,34,47,33,25,80,0.406,117,0.594,2,0.01,45,0.228,142,0.721,6,0.03,2,0.01,50,0.254,96,0.487,Above 95%,Above 95%,Above 95%
09X361,The Highbridge Green School,2019-20,380,0,0,0,0,0,0,0,141,116,123,0,0,0,0,191,0.503,189,0.497,0,0,83,0.218,291,0.766,1,0.003,5,0.013,106,0.279,67,0.176,Above 95%,Above 95%,Above 95%
09X365,Academy for Language and Technology,2019-20,331,0,0,0,0,0,0,0,0,0,0,100,94,76,61,149,0.45,182,0.55,0,0,0,0,331,1,0,0,0,0,16,0.048,223,0.674,Above 95%,Above 95%,Above 95%
09X403,Bronx International High School,2019-20,375,0,0,0,0,0,0,0,0,0,0,67,104,98,106,198,0.528,177,0.472,11,0.029,48,0.128,304,0.811,1,0.003,11,0.029,14,0.037,337,0.899,346,92.30%,Above 95%
09X404,School for Excellence,2019-20,249,0,0,0,0,0,0,0,0,0,0,60,62,70,57,120,0.482,129,0.518,2,0.008,77,0.309,162,0.651,2,0.008,6,0.024,65,0.261,66,0.265,229,92.00%,Above 95%
09X412,Bronx High School of Business,2019-20,303,0,0,0,0,0,0,0,0,0,0,148,75,44,36,126,0.416,177,0.584,7,0.023,60,0.198,229,0.756,3,0.01,4,0.013,71,0.234,112,0.37,280,92.40%,Above 95%
09X413,Bronx High School for Medical Science,2019-20,427,0,0,0,0,0,0,0,53,41,49,95,70,64,55,231,0.541,196,0.459,31,0.073,106,0.248,273,0.639,8,0.019,9,0.021,98,0.23,48,0.112,363,85.00%,89.20%
09X443,The Family School,2019-20,537,33,82,93,84,81,83,81,0,0,0,0,0,0,0,277,0.516,260,0.484,22,0.041,126,0.235,382,0.711,2,0.004,5,0.009,151,0.281,171,0.318,496,92.40%,94.80%
09X449,Grant Avenue Elementary School,2019-20,427,26,69,72,65,64,63,68,0,0,0,0,0,0,0,199,0.466,228,0.534,19,0.044,115,0.269,275,0.644,8,0.019,10,0.023,136,0.319,96,0.225,388,90.90%,91.80%
09X454,Science and Technology Academy: A Mott Hall School,2019-20,426,0,0,0,0,0,0,0,136,139,151,0,0,0,0,198,0.465,228,0.535,12,0.028,110,0.258,295,0.692,3,0.007,6,0.014,89,0.209,59,0.138,390,91.50%,88.90%
09X457,Sheridan Academy for Young Leaders,2019-20,521,50,85,84,51,90,85,76,0,0,0,0,0,0,0,278,0.534,243,0.466,15,0.029,139,0.267,357,0.685,4,0.008,6,0.012,123,0.236,114,0.219,Above 95%,Above 95%,93.00%
09X505,"Bronx School for Law, Government and Justice",2019-20,740,0,0,0,0,0,0,0,93,93,88,133,124,96,113,426,0.576,314,0.424,8,0.011,159,0.215,559,0.755,7,0.009,7,0.009,170,0.23,74,0.1,644,87.00%,88.00%
09X517,Frederick Douglass Academy III Secondary School,2019-20,333,0,0,0,0,0,0,0,0,0,0,85,82,77,89,151,0.453,182,0.547,5,0.015,152,0.456,170,0.511,3,0.009,3,0.009,92,0.276,61,0.183,297,89.20%,93.40%
09X525,Bronx Leadership Academy High School,2019-20,466,0,0,0,0,0,0,0,0,0,0,125,120,122,99,217,0.466,249,0.534,2,0.004,151,0.324,300,0.644,5,0.011,8,0.017,130,0.279,74,0.159,423,90.80%,Above 95%
09X543,High School for Violin and Dance,2019-20,225,0,0,0,0,0,0,0,0,0,0,73,71,49,32,160,0.711,65,0.289,1,0.004,74,0.329,146,0.649,2,0.009,2,0.009,69,0.307,42,0.187,199,88.40%,93.30%
09X555,Mount Eden Children's Academy,2019-20,429,53,54,66,65,63,65,63,0,0,0,0,0,0,0,212,0.494,217,0.506,1,0.002,79,0.184,340,0.793,7,0.016,2,0.005,72,0.168,76,0.177,392,91.40%,88.10%
09X564,Claremont International HS,2019-20,363,0,0,0,0,0,0,0,0,0,0,99,104,78,82,183,0.504,180,0.496,20,0.055,60,0.165,270,0.744,3,0.008,10,0.028,27,0.074,314,0.865,Above 95%,Above 95%,Above 95%
09X568,Young Women's Leadership School of the Bronx,2019-20,537,0,0,0,0,0,0,0,86,76,85,85,80,62,63,537,1,0,0,17,0.032,162,0.302,341,0.635,10,0.019,7,0.013,97,0.181,26,0.048,461,85.80%,83.60%
09X582,Garden of Learning and Discovery Pre-K Center,2019-20,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0.589,39,0.411,7,0.074,26,0.274,58,0.611,1,0.011,3,0.032,28,0.295,0,0,64,67.40%,78.30%
09X593,South Bronx International Middle School,2019-20,96,0,0,0,0,0,0,0,36,60,0,0,0,0,0,47,0.49,49,0.51,0,0,11,0.115,83,0.865,0,0,2,0.021,12,0.125,89,0.927,86,89.60%,91.00%
09X594,M.S. 594,2019-20,252,0,0,0,0,0,0,0,86,88,78,0,0,0,0,114,0.452,138,0.548,2,0.008,64,0.254,181,0.718,4,0.016,1,0.004,69,0.274,78,0.31,226,89.70%,92.40%
10X003,P.S. 3 Raul Julia Micro Society,2019-20,329,36,39,32,31,28,29,29,37,40,28,0,0,0,0,181,0.55,148,0.45,1,0.003,93,0.283,233,0.708,0,0,2,0.006,90,0.274,51,0.155,312,94.80%,90.10%
10X007,Milton Fein School,2019-20,604,0,62,84,86,85,104,183,0,0,0,0,0,0,0,316,0.523,288,0.477,39,0.065,50,0.083,467,0.773,2,0.003,46,0.076,75,0.124,107,0.177,487,80.60%,77.10%
10X008,P.S. 008 Isaac Varian,2019-20,897,18,147,140,145,145,142,160,0,0,0,0,0,0,0,449,0.501,448,0.499,65,0.072,71,0.079,699,0.779,9,0.01,53,0.059,187,0.208,199,0.222,795,88.60%,86.90%
10X009,P.S. 9 Ryer Avenue Elementary School,2019-20,815,71,93,97,117,157,144,136,0,0,0,0,0,0,0,422,0.518,393,0.482,17,0.021,115,0.141,668,0.82,10,0.012,5,0.006,169,0.207,253,0.31,754,92.50%,Above 95%
10X015,P.S. X015 Institute for Environmental Learning,2019-20,485,0,42,45,52,50,56,48,67,67,58,0,0,0,0,268,0.553,217,0.447,7,0.014,54,0.111,416,0.858,8,0.016,0,0,113,0.233,85,0.175,393,81.00%,87.60%
10X020,"PS/MS 20 P.O.George J. Werdann, III",2019-20,907,18,69,72,87,86,104,109,121,126,115,0,0,0,0,442,0.487,465,0.513,65,0.072,94,0.104,686,0.756,19,0.021,43,0.047,242,0.267,229,0.252,841,92.70%,89.50%
10X023,P.S. 023 The New Children's School,2019-20,441,55,64,61,79,61,55,66,0,0,0,0,0,0,0,209,0.474,232,0.526,4,0.009,134,0.304,298,0.676,1,0.002,4,0.009,135,0.306,86,0.195,Above 95%,Above 95%,Above 95%
10X024,P.S. 024 Spuyten Duyvil,2019-20,844,0,152,151,155,117,138,131,0,0,0,0,0,0,0,399,0.473,445,0.527,76,0.09,70,0.083,368,0.436,38,0.045,292,0.346,130,0.154,46,0.055,251,29.70%,26.60%
10X032,P.S. 032 Belmont,2019-20,728,36,106,101,120,119,121,125,0,0,0,0,0,0,0,370,0.508,358,0.492,5,0.007,130,0.179,565,0.776,12,0.016,16,0.022,191,0.262,135,0.185,Above 95%,Above 95%,Above 95%
10X033,P.S. 033 Timothy Dwight,2019-20,848,72,108,126,131,138,132,141,0,0,0,0,0,0,0,436,0.514,412,0.486,9,0.011,78,0.092,736,0.868,18,0.021,7,0.008,166,0.196,198,0.233,773,91.20%,Above 95%
10X037,P.S. X037 - Multiple Intelligence School,2019-20,626,0,53,67,71,54,71,90,81,76,63,0,0,0,0,303,0.484,323,0.516,13,0.021,117,0.187,476,0.76,8,0.013,12,0.019,169,0.27,99,0.158,559,89.30%,89.40%
10X045,Thomas C. Giordano Middle School 45,2019-20,708,0,0,0,0,0,0,0,228,252,228,0,0,0,0,357,0.504,351,0.496,7,0.01,121,0.171,552,0.78,7,0.01,21,0.03,155,0.219,128,0.181,671,94.80%,93.60%
10X046,P.S. 046 Edgar Allan Poe,2019-20,823,0,129,125,146,146,131,146,0,0,0,0,0,0,0,410,0.498,413,0.502,15,0.018,106,0.129,675,0.82,10,0.012,17,0.021,194,0.236,315,0.383,738,89.70%,93.50%
10X051,The Bronx STEM and Arts Academy,2019-20,206,36,32,24,24,31,31,28,0,0,0,0,0,0,0,97,0.471,109,0.529,5,0.024,51,0.248,144,0.699,1,0.005,5,0.024,37,0.18,11,0.053,179,86.90%,87.60%
10X054,P.S./I.S. 54,2019-20,454,54,64,71,63,63,73,66,0,0,0,0,0,0,0,237,0.522,217,0.478,9,0.02,97,0.214,338,0.744,2,0.004,8,0.018,81,0.178,82,0.181,Above 95%,Above 95%,93.20%
10X056,P.S. 056 Norwood Heights,2019-20,682,0,112,88,125,122,118,117,0,0,0,0,0,0,0,330,0.484,352,0.516,134,0.196,64,0.094,423,0.62,13,0.019,48,0.07,163,0.239,105,0.154,578,84.80%,91.10%
10X059,P.S. 059 The Community School of Technology,2019-20,524,55,55,75,78,81,92,88,0,0,0,0,0,0,0,247,0.471,277,0.529,3,0.006,163,0.311,342,0.653,4,0.008,12,0.023,155,0.296,96,0.183,Above 95%,Above 95%,Above 95%
10X077,Bedford Park Elementary School,2019-20,507,35,72,87,73,102,72,66,0,0,0,0,0,0,0,241,0.475,266,0.525,69,0.136,37,0.073,344,0.679,7,0.014,50,0.099,91,0.179,124,0.245,427,84.20%,88.20%
10X080,J.H.S. 080 The Mosholu Parkway,2019-20,641,0,0,0,0,0,0,0,193,216,232,0,0,0,0,281,0.438,360,0.562,54,0.084,102,0.159,451,0.704,8,0.012,26,0.041,174,0.271,172,0.268,566,88.30%,91.70%
10X081,P.S. 081 Robert J. Christen,2019-20,765,0,152,131,123,113,124,122,0,0,0,0,0,0,0,363,0.475,402,0.525,45,0.059,62,0.081,404,0.528,34,0.044,220,0.288,137,0.179,55,0.072,315,41.20%,41.20%
10X085,P.S. 085 Great Expectations,2019-20,842,62,112,133,121,159,128,127,0,0,0,0,0,0,0,411,0.488,431,0.512,9,0.011,229,0.272,591,0.702,8,0.01,5,0.006,176,0.209,210,0.249,782,92.90%,Above 95%
10X086,P.S. 086 Kingsbridge Heights,2019-20,"1,641",36,210,214,244,235,238,255,209,0,0,0,0,0,0,811,0.494,830,0.506,55,0.034,125,0.076,"1,418",0.864,10,0.006,33,0.02,349,0.213,479,0.292,1476,89.90%,94.00%
10X091,P.S. 091 Bronx,2019-20,598,0,93,95,104,103,102,101,0,0,0,0,0,0,0,291,0.487,307,0.513,20,0.033,88,0.147,464,0.776,11,0.018,15,0.025,146,0.244,241,0.403,561,93.80%,94.80%
10X094,P.S. 094 Kings College School,2019-20,"1,160",0,177,213,195,195,193,187,0,0,0,0,0,0,0,570,0.491,590,0.509,94,0.081,175,0.151,826,0.712,31,0.027,34,0.029,278,0.24,282,0.243,1086,93.60%,93.40%
10X095,P.S. 095 Sheila Mencher,2019-20,"1,143",0,104,116,112,106,133,107,145,149,171,0,0,0,0,577,0.505,566,0.495,70,0.061,187,0.164,817,0.715,18,0.016,51,0.045,241,0.211,168,0.147,964,84.30%,88.40%
10X118,J.H.S. 118 William W. Niles,2019-20,"1,047",0,0,0,0,0,0,0,325,352,370,0,0,0,0,520,0.497,527,0.503,149,0.142,194,0.185,647,0.618,19,0.018,38,0.036,222,0.212,146,0.139,959,91.60%,90.90%
10X141,Riverdale / Kingsbridge Academy (Middle School / H,2019-20,"1,540",0,0,0,0,0,0,0,272,270,267,206,199,173,153,753,0.489,787,0.511,108,0.07,140,0.091,854,0.555,27,0.018,411,0.267,263,0.171,100,0.065,804,52.20%,50.40%
10X159,P.S. 159 Luis Munoz Marin Biling,2019-20,194,0,24,23,26,39,35,47,0,0,0,0,0,0,0,115,0.593,79,0.407,0,0,25,0.129,163,0.84,2,0.01,4,0.021,25,0.129,52,0.268,172,88.70%,94.20%
10X205,P.S. 205 Fiorello LaGuardia,2019-20,904,0,135,135,151,149,147,187,0,0,0,0,0,0,0,468,0.518,436,0.482,15,0.017,117,0.129,711,0.787,11,0.012,50,0.055,196,0.217,244,0.27,828,91.60%,95.00%
10X206,I.S. 206 Ann Mersereau,2019-20,270,0,0,0,0,0,0,0,89,108,73,0,0,0,0,132,0.489,138,0.511,8,0.03,33,0.122,227,0.841,0,0,2,0.007,76,0.281,103,0.381,Above 95%,Above 95%,Above 95%
10X207,P.S. 207,2019-20,371,32,58,55,93,60,73,0,0,0,0,0,0,0,0,173,0.466,198,0.534,14,0.038,26,0.07,304,0.819,3,0.008,24,0.065,76,0.205,89,0.24,320,86.30%,88.20%
10X209,P.S. 209,2019-20,274,36,86,78,74,0,0,0,0,0,0,0,0,0,0,143,0.522,131,0.478,1,0.004,52,0.19,219,0.799,1,0.004,1,0.004,72,0.263,54,0.197,256,93.40%,93.60%
10X213,Bronx Engineering and Technology Academy,2019-20,395,0,0,0,0,0,0,0,0,0,0,144,106,76,69,62,0.157,333,0.843,20,0.051,112,0.284,244,0.618,7,0.018,12,0.03,98,0.248,77,0.195,371,93.90%,88.20%
10X225,Theatre Arts Production Company School,2019-20,523,0,0,0,0,0,0,0,71,61,61,126,83,54,67,333,0.637,190,0.363,12,0.023,126,0.241,377,0.721,1,0.002,7,0.013,130,0.249,47,0.09,433,82.80%,88.50%
10X226,P.S. 226,2019-20,412,35,57,60,64,79,55,62,0,0,0,0,0,0,0,210,0.51,202,0.49,3,0.007,88,0.214,317,0.769,3,0.007,1,0.002,65,0.158,106,0.257,389,94.40%,93.80%
10X228,Jonas Bronck Academy,2019-20,267,0,0,0,0,0,0,0,90,89,88,0,0,0,0,123,0.461,144,0.539,19,0.071,39,0.146,197,0.738,4,0.015,8,0.03,53,0.199,17,0.064,233,87.30%,85.80%
10X237,"The Marie Curie School for Medicine, Nursing, and",2019-20,383,0,0,0,0,0,0,0,0,0,0,127,87,103,66,267,0.697,116,0.303,10,0.026,118,0.308,237,0.619,7,0.018,11,0.029,85,0.222,47,0.123,311,81.20%,86.90%
10X243,West Bronx Academy for the Future,2019-20,614,0,0,0,0,0,0,0,94,96,96,85,92,71,80,290,0.472,324,0.528,12,0.02,103,0.168,487,0.793,4,0.007,8,0.013,163,0.265,86,0.14,576,93.80%,93.20%
10X244,The New School for Leadership and Journalism,2019-20,718,0,0,0,0,0,0,0,191,259,268,0,0,0,0,339,0.472,379,0.528,17,0.024,62,0.086,625,0.87,5,0.007,9,0.013,160,0.223,154,0.214,Above 95%,Above 95%,90.20%
10X246,P.S. 246 Poe Center,2019-20,630,0,88,104,107,112,90,129,0,0,0,0,0,0,0,289,0.459,341,0.541,17,0.027,49,0.078,541,0.859,3,0.005,20,0.032,138,0.219,248,0.394,596,94.60%,Above 95%
10X254,I.S. 254,2019-20,468,0,0,0,0,0,0,0,132,156,180,0,0,0,0,240,0.513,228,0.487,11,0.024,67,0.143,386,0.825,2,0.004,2,0.004,134,0.286,163,0.348,416,88.90%,93.00%
10X264,Bronx Academy for Software Engineering (BASE),2019-20,396,0,0,0,0,0,0,0,0,0,0,120,104,83,89,82,0.207,314,0.793,21,0.053,109,0.275,249,0.629,6,0.015,11,0.028,109,0.275,37,0.093,308,77.80%,83.00%
10X268,Kingsbridge International High School,2019-20,434,0,0,0,0,0,0,0,0,0,0,83,99,162,90,203,0.468,231,0.532,11,0.025,10,0.023,403,0.929,4,0.009,6,0.014,21,0.048,376,0.866,Above 95%,Above 95%,Above 95%
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",2019-20,952,0,65,90,84,113,105,110,128,133,124,0,0,0,0,455,0.478,497,0.522,31,0.033,156,0.164,751,0.789,9,0.009,5,0.005,203,0.213,254,0.267,Above 95%,Above 95%,Above 95%
10X280,P.S./M.S. 280 Mosholu Parkway,2019-20,802,0,70,68,102,76,92,100,95,99,100,0,0,0,0,385,0.48,417,0.52,73,0.091,64,0.08,623,0.777,5,0.006,37,0.046,239,0.298,143,0.178,753,93.90%,91.20%
10X284,Bronx School of Law and Finance,2019-20,392,0,0,0,0,0,0,0,0,0,0,108,93,96,95,199,0.508,193,0.492,4,0.01,74,0.189,299,0.763,5,0.013,10,0.026,81,0.207,99,0.253,343,87.50%,89.90%
10X291,P.S. 291,2019-20,576,0,85,97,106,94,100,94,0,0,0,0,0,0,0,279,0.484,297,0.516,2,0.003,44,0.076,528,0.917,0,0,2,0.003,111,0.193,160,0.278,Above 95%,Above 95%,93.10%
10X306,P.S. 306,2019-20,605,0,83,90,107,119,99,107,0,0,0,0,0,0,0,300,0.496,305,0.504,8,0.013,153,0.253,438,0.724,3,0.005,3,0.005,116,0.192,99,0.164,548,90.60%,94.60%
10X307,Luisa Pineiro Fuentes School of Science and Discov,2019-20,301,0,42,40,39,66,60,54,0,0,0,0,0,0,0,140,0.465,161,0.535,20,0.066,20,0.066,255,0.847,0,0,6,0.02,51,0.169,126,0.419,255,84.70%,89.00%
10X308,Bronx Dance Academy School,2019-20,261,0,0,0,0,0,0,0,91,86,84,0,0,0,0,199,0.762,62,0.238,4,0.015,47,0.18,204,0.782,0,0,6,0.023,60,0.23,17,0.065,236,90.40%,88.30%
10X310,P.S. 310 Marble Hill,2019-20,655,70,93,99,91,107,100,95,0,0,0,0,0,0,0,342,0.522,313,0.478,12,0.018,52,0.079,571,0.872,6,0.009,14,0.021,110,0.168,107,0.163,606,92.50%,89.80%
10X315,P.S. 315 Lab School,2019-20,228,0,20,18,24,30,21,27,28,30,30,0,0,0,0,119,0.522,109,0.478,4,0.018,28,0.123,191,0.838,2,0.009,3,0.013,37,0.162,32,0.14,213,93.40%,92.00%
10X319,Providing Urban Learners Success In Education High,2019-20,237,0,0,0,0,0,0,0,0,0,0,34,52,99,52,106,0.447,131,0.553,0,0,14,0.059,146,0.616,77,0.325,0,0,48,0.203,26,0.11,213,89.90%,90.90%
10X331,The Bronx School of Young Leaders,2019-20,441,0,0,0,0,0,0,0,143,157,141,0,0,0,0,226,0.512,215,0.488,9,0.02,106,0.24,317,0.719,3,0.007,6,0.014,119,0.27,81,0.184,389,88.20%,93.40%
10X340,P.S. 340,2019-20,574,36,84,100,87,87,96,84,0,0,0,0,0,0,0,277,0.483,297,0.517,9,0.016,49,0.085,505,0.88,2,0.003,9,0.016,159,0.277,155,0.27,504,87.80%,91.20%
10X342,International School for Liberal Arts,2019-20,508,0,0,0,0,0,0,0,27,53,58,87,91,100,92,254,0.5,254,0.5,0,0,0,0,508,1,0,0,0,0,48,0.094,355,0.699,Above 95%,Above 95%,Above 95%
10X344,Ampark Neighborhood,2019-20,388,35,52,58,57,61,64,61,0,0,0,0,0,0,0,175,0.451,213,0.549,14,0.036,54,0.139,243,0.626,19,0.049,58,0.149,100,0.258,11,0.028,195,50.30%,49.50%
10X351,Bronx Collaborative High School,2019-20,561,0,0,0,0,0,0,0,0,0,1,138,164,150,108,282,0.503,279,0.497,18,0.032,157,0.28,355,0.633,10,0.018,21,0.037,121,0.216,96,0.171,453,80.70%,87.10%
10X353,World View High School,2019-20,583,0,0,0,0,0,0,0,0,0,0,159,153,134,137,329,0.564,254,0.436,11,0.019,131,0.225,419,0.719,17,0.029,5,0.009,115,0.197,136,0.233,456,78.20%,83.60%
10X360,P.S. 360,2019-20,389,48,43,50,56,63,70,59,0,0,0,0,0,0,0,187,0.481,202,0.519,4,0.01,47,0.121,331,0.851,1,0.003,6,0.015,77,0.198,73,0.188,354,91.00%,88.70%
10X363,Academy For Personal Leadership And Excellence,2019-20,889,0,0,0,0,0,0,0,260,308,321,0,0,0,0,401,0.451,488,0.549,21,0.024,129,0.145,710,0.799,11,0.012,18,0.02,249,0.28,241,0.271,808,90.90%,93.70%
